carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Premium,H,VVS1,62.9,58.0,936,4.37,4.34,2.74
0.25,Very Good,H,VVS1,61.6,56.0,467,4.07,4.1,2.51
0.4,Ideal,E,VS1,62.4,54.0,951,4.73,4.75,2.96
0.33,Premium,I,VS2,60.6,58.0,594,4.47,4.44,2.7
2.31,Premium,I,SI2,62.9,58.0,17218,8.43,8.34,5.27
1.7,Premium,H,SI2,62.1,56.0,7673,7.66,7.55,4.72
1.13,Ideal,E,VVS1,60.6,57.0,14525,6.72,6.77,4.09
0.3,Ideal,D,VVS2,60.7,58.0,814,4.3,4.33,2.62
0.38,Ideal,G,SI1,61.3,56.0,666,4.63,4.67,2.85
1.53,Very Good,I,SI1,63.1,56.0,7797,7.32,7.26,4.6
0.59,Fair,G,I1,64.6,56.0,903,5.26,5.2,3.38
1.11,Very Good,F,VVS1,59.7,55.0,10141,6.77,6.82,4.06
0.54,Ideal,D,SI1,62.4,57.0,1662,5.19,5.23,3.25
0.41,Ideal,G,VS1,61.5,56.0,899,4.77,4.79,2.94
0.3,Ideal,E,VS2,61.5,56.0,844,4.33,4.29,2.65
0.9,Ideal,H,VS1,61.2,57.0,4064,6.28,6.24,3.83
0.75,Ideal,I,VS1,63.0,57.0,2613,5.8,5.82,3.66
0.31,Very Good,I,VVS1,63.1,59.0,732,4.31,4.25,2.7
0.5,Premium,G,VS1,62.5,60.0,1624,5.06,5.08,3.17
0.93,Premium,F,SI2,60.0,60.0,3333,6.36,6.31,3.8
0.3,Premium,D,SI2,62.9,58.0,574,4.29,4.26,2.69
0.7,Premium,G,SI1,60.5,57.0,2415,5.75,5.68,3.46
0.3,Premium,D,SI1,61.0,60.0,709,4.35,4.3,2.64
0.24,Very Good,I,VVS1,62.3,57.0,336,3.95,3.98,2.47
0.26,Very Good,F,VVS2,59.9,59.0,597,4.12,4.2,2.49
0.35,Premium,E,SI1,62.9,58.0,788,4.52,4.48,2.83
0.53,Very Good,F,VS2,60.6,55.0,1631,5.23,5.26,3.18
0.79,Premium,F,SI2,62.2,57.0,2555,5.94,5.9,3.68
0.35,Premium,E,VS2,59.2,58.0,984,4.63,4.59,2.73
0.27,Very Good,D,VS1,59.9,58.0,470,4.17,4.24,2.52
0.44,Premium,E,VVS2,60.0,59.0,1274,4.95,4.99,2.98
2.01,Ideal,F,SI2,60.0,56.0,17220,8.17,8.22,4.92
0.56,Premium,G,VS1,59.9,60.0,2013,5.41,5.37,3.23
1.0,Very Good,H,SI2,61.6,58.0,4172,6.43,6.47,3.97
0.71,Very Good,G,VS2,63.5,57.0,2454,5.61,5.64,3.57
0.32,Ideal,J,IF,62.2,55.0,533,4.4,4.44,2.75
1.05,Premium,H,SI1,60.2,62.0,5139,6.57,6.52,3.94
0.42,Ideal,G,IF,62.0,53.0,1289,4.83,4.85,3.0
0.9,Fair,D,SI2,66.9,57.0,2885,6.02,5.9,3.99
1.35,Premium,H,VS2,61.5,58.0,8062,7.15,7.09,4.38
1.01,Good,D,SI2,57.6,62.0,4260,6.56,6.66,3.81
1.06,Good,E,SI2,58.8,61.0,4257,6.63,6.67,3.91
0.5,Ideal,E,VS2,62.3,57.0,1559,5.04,5.08,3.15
1.21,Ideal,E,VS1,62.4,57.0,10351,6.75,6.83,4.24
1.36,Ideal,F,VVS2,61.6,56.0,12608,7.17,7.08,4.39
1.58,Very Good,D,SI1,62.4,60.0,12799,7.41,7.44,4.63
0.32,Ideal,D,VS2,61.9,55.0,758,4.41,4.44,2.74
0.41,Ideal,E,VS1,61.9,55.0,1079,4.76,4.8,2.96
0.7,Ideal,F,SI1,60.7,57.0,2671,5.78,5.82,3.52
0.35,Very Good,H,SI2,63.2,61.0,551,4.49,4.47,2.83
0.34,Ideal,E,SI1,62.0,57.0,596,4.46,4.48,2.77
0.51,Good,E,VS2,61.1,65.0,1424,5.14,5.11,3.13
1.3,Premium,I,VS1,62.2,59.0,6806,6.91,6.97,4.32
0.31,Premium,E,VS2,61.8,59.0,872,4.37,4.3,2.68
0.44,Ideal,H,IF,61.4,55.0,1177,4.92,4.95,3.03
0.3,Premium,J,VS1,62.6,58.0,506,4.32,4.27,2.69
1.03,Premium,E,VS1,62.8,58.0,8629,6.46,6.41,4.04
0.61,Very Good,F,VVS2,60.5,58.5,2274,5.44,5.64,3.34
0.93,Premium,D,SI2,62.6,57.0,4140,6.26,6.2,3.9
1.53,Premium,H,SI1,62.0,60.0,7608,7.31,7.27,4.55
1.01,Very Good,F,VS2,60.5,59.0,6944,6.51,6.54,3.95
0.71,Ideal,G,VVS1,62.8,56.0,3254,5.71,5.76,3.6
0.72,Fair,H,SI2,66.0,60.0,1799,5.58,5.51,3.66
1.11,Premium,G,SI2,58.8,59.0,4692,6.8,6.76,3.99
1.03,Ideal,G,VS2,61.8,56.0,6557,6.47,6.5,4.01
0.78,Ideal,F,SI1,61.3,56.0,3362,5.92,6.0,3.64
1.23,Ideal,G,VVS2,61.0,57.0,10304,6.93,6.9,4.22
0.33,Premium,G,VVS2,60.9,57.0,965,4.5,4.43,2.72
0.38,Good,I,IF,56.6,59.0,886,4.82,4.87,2.74
0.58,Ideal,E,SI1,61.6,55.0,1636,5.33,5.38,3.3
0.32,Ideal,E,VS2,62.1,55.0,702,4.4,4.42,2.74
1.21,Ideal,G,VS2,61.5,56.0,8294,6.83,6.88,4.22
2.01,Premium,I,SI1,62.4,61.0,15707,8.01,7.99,4.99
0.54,Ideal,E,VS2,62.4,56.0,1765,5.23,5.19,3.25
1.2,Ideal,I,SI1,63.5,61.0,5376,6.75,6.71,4.27
0.3,Ideal,E,VS1,61.3,57.0,736,4.3,4.34,2.65
1.07,Premium,D,SI2,62.4,61.0,4949,6.51,6.48,4.05
1.5,Very Good,I,VS2,58.2,60.0,9118,7.5,7.58,4.39
0.42,Ideal,G,VS2,62.1,56.0,847,4.79,4.84,2.99
1.0,Premium,E,VVS1,60.3,54.0,10134,6.59,6.47,3.94
0.56,Premium,D,VS2,61.1,58.0,2066,5.34,5.3,3.25
0.32,Ideal,H,VVS1,61.2,56.0,708,4.44,4.48,2.73
0.34,Ideal,E,VS2,62.2,57.0,646,4.42,4.46,2.76
1.7,Ideal,D,SI1,60.0,54.0,12190,7.76,7.71,4.64
0.5,Very Good,D,VS2,63.4,56.0,1758,5.1,5.05,3.22
0.41,Ideal,D,SI2,62.6,55.0,876,4.8,4.76,2.99
0.3,Ideal,F,VS2,60.7,57.0,605,4.29,4.34,2.62
0.72,Ideal,E,VS2,61.4,56.0,3601,5.78,5.8,3.55
0.31,Ideal,F,IF,62.3,57.0,874,4.3,4.34,2.69
0.44,Premium,H,VS2,61.3,58.0,810,4.88,4.91,3.0
1.13,Ideal,E,SI1,62.2,55.0,6682,6.69,6.66,4.15
0.46,Premium,F,VS1,63.0,57.0,1139,4.93,4.79,3.06
0.75,Very Good,E,SI1,61.1,59.0,3005,5.85,5.9,3.59
1.15,Premium,G,SI1,62.6,58.0,5851,6.71,6.65,4.18
0.5,Good,F,SI1,63.7,61.0,1125,5.02,4.99,3.19
0.91,Premium,E,VS1,62.9,56.0,5228,6.21,6.13,3.88
0.53,Premium,E,VVS2,62.4,56.0,2331,5.19,5.17,3.23
1.5,Good,E,SI2,63.9,58.0,9072,7.26,7.21,4.62
0.34,Ideal,G,VVS2,61.9,57.0,775,4.44,4.48,2.76
1.09,Ideal,D,SI1,61.3,55.9,6532,6.61,6.65,4.06
0.5,Premium,F,SI1,62.7,61.0,1286,5.07,5.01,3.16
1.14,Very Good,I,VS2,62.5,59.0,4785,6.63,6.66,4.15
1.02,Ideal,F,VVS2,62.3,58.0,9598,6.42,6.45,4.01
0.7,Good,D,SI1,58.0,60.0,2525,5.79,5.93,3.4
0.5,Fair,G,VS1,67.0,61.0,1280,4.97,4.91,3.31
0.44,Ideal,E,VVS1,61.1,56.0,1924,4.91,4.94,3.01
1.12,Very Good,I,SI1,60.6,60.0,4312,6.73,6.77,4.09
0.71,Very Good,J,SI1,59.1,61.0,1861,5.82,5.85,3.45
1.0,Good,F,IF,60.7,64.0,9660,6.42,6.4,3.89
0.5,Good,G,SI1,62.5,64.0,1286,4.99,4.93,3.1
0.4,Good,I,VVS1,63.3,57.0,842,4.67,4.71,2.97
1.0,Very Good,F,SI1,63.8,56.0,5030,6.25,6.29,4.0
0.33,Good,F,VVS1,63.3,57.0,764,4.38,4.44,2.79
0.42,Ideal,F,VVS2,61.1,57.0,1142,4.82,4.84,2.95
0.91,Ideal,E,SI2,60.8,56.0,3968,6.25,6.29,3.81
1.15,Ideal,I,SI1,62.3,57.0,4925,6.74,6.67,4.18
0.35,Ideal,F,VS1,62.4,55.0,665,4.49,4.52,2.81
1.01,Very Good,G,VS2,61.9,58.0,6047,6.37,6.42,3.96
2.31,Very Good,J,SI2,60.7,63.0,12369,8.52,8.48,5.16
0.92,Good,E,VS2,58.9,57.0,4406,6.35,6.38,3.75
0.77,Ideal,H,VS2,62.4,56.0,2479,5.89,5.85,3.66
1.86,Very Good,J,VS2,62.5,55.0,10798,7.81,7.9,4.91
1.03,Ideal,E,SI2,61.7,55.0,5491,6.52,6.46,4.01
1.01,Good,F,VS2,64.2,54.0,5616,6.24,6.31,4.03
0.38,Premium,I,VS1,61.3,60.0,898,4.65,4.62,2.84
0.76,Very Good,H,IF,62.6,57.0,3367,5.8,5.83,3.64
0.41,Premium,F,VS2,62.6,58.0,1107,4.81,4.75,2.99
1.0,Very Good,E,SI2,63.2,56.0,3763,6.4,6.32,4.02
1.21,Premium,H,SI2,60.0,60.0,5285,6.96,6.91,4.16
1.5,Premium,G,VS2,62.5,59.0,12196,7.28,7.32,4.56
0.53,Ideal,D,VS2,60.2,57.0,1857,5.24,5.26,3.16
2.0,Fair,I,SI2,65.2,59.0,10483,7.74,7.69,5.03
0.3,Ideal,D,SI1,61.9,55.0,524,4.31,4.35,2.68
2.02,Ideal,J,SI1,62.7,54.2,12884,8.03,8.08,5.05
0.59,Ideal,D,IF,60.9,57.0,4208,5.4,5.43,3.3
0.67,Good,F,VS1,62.3,62.0,2293,5.5,5.59,3.46
1.01,Fair,E,VS2,64.8,59.0,4972,6.34,6.26,4.08
0.3,Ideal,D,SI2,62.1,57.0,574,4.33,4.3,2.68
0.51,Very Good,G,VVS2,63.1,58.0,1974,5.11,5.07,3.21
1.01,Very Good,F,VS2,62.3,59.0,6770,6.37,6.41,3.98
1.2,Very Good,G,VVS1,60.9,59.0,9139,6.87,6.79,4.16
1.63,Premium,F,SI1,59.7,62.0,12394,7.73,7.65,4.59
0.31,Good,J,SI2,63.3,58.0,335,4.34,4.35,2.75
1.03,Premium,G,VS2,62.3,59.0,6327,6.42,6.38,3.99
1.29,Ideal,F,SI2,61.7,54.0,6509,7.08,6.99,4.34
1.29,Ideal,G,SI1,60.9,59.0,7463,6.99,7.04,4.27
0.5,Ideal,D,VS2,61.8,54.0,1628,5.13,5.16,3.18
0.54,Ideal,F,VVS1,61.8,56.0,2882,5.23,5.26,3.24
0.88,Ideal,D,SI2,62.2,56.0,3962,6.12,6.16,3.82
0.2,Ideal,D,VS2,61.5,57.0,367,3.81,3.77,2.33
1.09,Very Good,J,VVS1,63.9,56.0,5588,6.47,6.51,4.15
0.38,Ideal,G,SI2,61.7,56.0,587,4.64,4.67,2.87
2.18,Premium,J,VS2,60.1,58.0,15465,8.46,8.41,5.07
1.03,Premium,E,SI2,61.8,56.0,4730,6.5,6.47,4.01
1.2,Fair,I,I1,66.2,55.0,3011,6.61,6.51,4.34
0.71,Premium,D,VS1,59.2,59.0,3718,5.9,5.85,3.48
1.2,Very Good,I,SI1,63.1,61.0,4301,6.65,6.58,4.18
0.3,Ideal,I,VVS1,62.4,56.0,709,4.32,4.3,2.69
0.59,Premium,E,VS2,59.1,61.0,1641,5.61,5.53,3.29
0.91,Ideal,H,VVS2,61.7,57.0,5411,6.21,6.23,3.84
1.29,Ideal,J,SI1,61.6,57.0,6327,6.98,7.01,4.32
0.39,Ideal,F,VVS1,61.7,57.0,1148,4.68,4.71,2.89
0.59,Very Good,E,VS2,61.7,60.0,1857,5.36,5.4,3.32
0.32,Ideal,D,VS2,61.8,55.0,842,4.43,4.41,2.73
0.33,Ideal,F,VVS1,60.6,57.0,880,4.51,4.53,2.74
0.7,Very Good,E,SI2,62.0,60.0,2257,5.67,5.72,3.53
1.06,Fair,J,SI2,61.0,66.0,2992,6.54,6.35,3.93
0.71,Very Good,E,SI1,63.1,59.0,2441,5.75,5.62,3.59
1.31,Ideal,I,VS2,61.7,55.0,6873,7.0,7.1,4.35
1.0,Good,E,SI1,63.9,57.0,4573,6.31,6.34,4.04
0.72,Premium,F,VS2,62.7,59.0,2584,5.71,5.75,3.59
1.15,Very Good,D,VS1,62.9,54.0,7978,6.72,6.69,4.22
0.38,Premium,E,SI1,61.2,59.0,898,4.67,4.64,2.85
0.91,Good,E,VS2,56.3,64.0,4823,6.37,6.42,3.6
2.01,Ideal,I,VS2,66.7,56.0,15729,7.75,7.65,5.14
0.42,Premium,H,VS1,61.2,60.0,847,4.77,4.84,2.94
0.24,Very Good,E,VVS2,60.0,57.0,552,4.07,4.1,2.45
0.54,Premium,F,SI1,63.0,57.0,1349,5.23,5.18,3.28
0.71,Very Good,F,VS2,59.6,56.0,2994,5.84,5.88,3.49
0.36,Very Good,H,VS2,61.0,60.0,568,4.55,4.6,2.79
0.31,Ideal,F,VS2,61.9,55.0,802,4.39,4.37,2.71
1.01,Premium,G,SI1,62.5,60.0,4672,6.39,6.34,3.98
0.61,Premium,D,SI2,60.8,57.0,1308,5.48,5.4,3.31
0.3,Very Good,G,VVS2,61.3,58.0,684,4.28,4.34,2.64
1.05,Ideal,F,VS1,62.3,55.0,8100,6.53,6.5,4.06
1.21,Ideal,I,VS2,62.3,58.0,5387,6.79,6.75,4.22
0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71
1.1,Very Good,I,SI1,60.4,61.0,4235,6.69,6.73,4.05
1.51,Premium,G,VS2,59.6,57.0,12696,7.52,7.49,4.47
1.04,Very Good,F,VS1,63.0,56.0,7207,6.45,6.5,4.08
0.54,Ideal,F,SI2,60.8,56.0,1235,5.26,5.34,3.22
0.38,Premium,D,VS2,58.7,61.0,1117,4.77,4.74,2.79
0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72
0.54,Premium,F,SI1,62.3,58.0,1693,5.26,5.2,3.26
0.3,Ideal,D,VS2,62.5,55.0,710,4.3,4.31,2.69
0.32,Premium,D,SI1,61.4,58.0,756,4.42,4.38,2.7
1.51,Very Good,J,I1,63.3,57.0,4600,7.31,7.23,4.6
0.32,Ideal,F,VS2,61.9,56.0,645,4.37,4.39,2.71
0.31,Ideal,D,VS2,62.2,55.0,734,4.31,4.34,2.69
0.32,Premium,H,VVS1,60.9,58.0,936,4.43,4.4,2.69
2.39,Premium,H,SI1,60.6,58.0,16687,8.65,8.58,5.22
0.71,Good,E,SI2,57.5,58.0,1783,5.91,5.89,3.39
0.85,Ideal,G,SI1,62.1,56.0,3766,6.05,6.1,3.77
1.06,Premium,F,SI1,61.9,58.0,4862,6.58,6.53,4.06
2.06,Premium,H,SI2,62.6,58.0,12677,8.06,8.03,5.04
0.7,Ideal,J,SI1,60.1,59.0,1949,5.79,5.75,3.47
0.23,Very Good,E,VVS1,60.0,59.0,530,3.97,4.03,2.4
1.01,Premium,F,SI1,62.2,58.0,4775,6.35,6.28,3.93
0.5,Very Good,G,VVS2,63.0,58.0,1791,4.98,5.02,3.15
0.31,Premium,H,VS1,61.4,61.0,698,4.36,4.33,2.67
0.58,Ideal,E,VS2,62.1,55.0,1761,5.35,5.34,3.32
0.3,Ideal,D,SI1,61.7,57.0,524,4.28,4.31,2.65
0.28,Ideal,D,VS2,61.2,57.0,487,4.2,4.23,2.58
1.0,Very Good,F,SI1,63.3,61.0,4798,6.31,6.29,3.99
0.31,Very Good,F,VS2,60.7,61.0,583,4.36,4.4,2.66
0.5,Good,E,VS1,61.1,58.2,1932,5.08,5.12,3.11
1.2,Premium,H,SI1,62.7,56.0,5746,6.78,6.75,4.24
1.01,Premium,H,SI2,60.3,60.0,4638,6.49,6.47,3.91
0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12
1.7,Ideal,H,VS2,62.4,57.0,13681,7.61,7.56,4.73
1.04,Ideal,H,SI2,59.6,56.0,4077,6.64,6.59,3.94
0.4,Ideal,D,VS2,62.2,55.0,909,4.72,4.74,2.94
0.68,Good,F,SI1,61.2,61.0,1924,5.59,5.63,3.43
0.71,Ideal,E,VS2,61.6,56.0,3553,5.73,5.77,3.54
1.0,Ideal,G,SI1,61.6,55.0,4956,6.51,6.41,3.98
0.36,Premium,I,VS2,62.7,59.0,648,4.58,4.54,2.86
1.22,Premium,I,SI1,61.3,58.0,5602,6.94,6.9,4.24
0.31,Ideal,E,VVS2,61.5,59.0,789,4.36,4.39,2.69
1.01,Good,J,VS1,60.4,64.0,4129,6.48,6.44,3.9
0.52,Ideal,G,SI2,61.3,56.0,1150,5.19,5.22,3.19
1.11,Good,H,SI2,63.5,60.3,4456,6.49,6.58,4.15
0.3,Ideal,E,IF,62.6,53.0,943,4.29,4.33,2.7
0.41,Premium,F,VS1,62.7,58.0,1007,4.74,4.77,2.98
0.5,Good,G,SI2,63.8,57.0,1009,4.98,5.02,3.19
0.9,Very Good,F,VS2,62.3,58.0,4924,6.14,6.16,3.83
0.35,Ideal,H,IF,61.7,56.0,921,4.53,4.55,2.8
0.41,Ideal,G,VVS1,62.5,53.0,1068,4.76,4.78,2.98
0.9,Very Good,J,VS2,63.1,59.0,3024,6.09,6.05,3.83
0.4,Very Good,D,SI1,63.8,54.0,694,4.68,4.75,3.01
0.23,Very Good,E,VVS1,61.1,60.0,530,3.95,4.01,2.43
1.21,Good,G,VS1,63.6,56.0,8741,6.8,6.72,4.3
0.31,Ideal,G,IF,61.0,55.0,871,4.39,4.42,2.69
0.5,Ideal,F,VS1,61.4,58.0,1601,5.07,5.12,3.13
0.53,Very Good,E,IF,59.8,60.0,2542,5.28,5.35,3.18
0.96,Fair,H,I1,68.9,59.0,1773,6.09,5.96,4.15
1.01,Good,E,SI1,57.9,57.0,5233,6.6,6.67,3.84
0.71,Premium,F,SI2,59.6,59.0,2409,5.79,5.75,3.44
0.76,Premium,F,SI1,62.5,59.0,2443,5.79,5.77,3.61
0.4,Very Good,E,VVS2,62.1,59.0,1189,4.67,4.7,2.91
0.73,Very Good,F,VVS2,62.1,57.0,3705,5.74,5.76,3.57
1.52,Very Good,E,VS2,60.3,59.0,13001,7.43,7.52,4.51
0.38,Very Good,G,VS2,59.2,60.0,766,4.7,4.73,2.79
1.08,Ideal,G,VS2,62.4,55.0,6532,6.62,6.55,4.11
0.32,Ideal,F,VS1,61.1,57.0,652,4.42,4.45,2.71
0.28,Ideal,E,VS1,62.0,57.0,598,4.17,4.2,2.59
0.4,Ideal,F,VS2,62.9,57.0,1080,4.72,4.69,2.96
0.32,Very Good,G,SI2,60.7,61.0,388,4.42,4.47,2.7
1.53,Ideal,G,VVS2,61.4,59.0,15275,7.4,7.42,4.55
0.96,Good,H,SI2,60.1,64.0,3548,6.43,6.35,3.84
0.3,Good,I,VS1,63.7,58.0,608,4.25,4.23,2.7
0.71,Ideal,D,VS2,62.7,57.0,3212,5.7,5.75,3.59
0.9,Good,I,VS2,63.7,61.0,3303,6.06,6.1,3.87
2.14,Premium,I,VS2,62.3,58.0,17416,8.22,8.16,5.1
0.64,Good,G,VS2,64.1,55.3,1906,5.43,5.45,3.49
0.39,Ideal,G,VS1,62.0,55.0,1077,4.71,4.66,2.9
0.7,Good,G,VS2,63.1,58.0,2282,5.66,5.69,3.58
0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2
0.32,Premium,D,VS2,62.9,59.0,842,4.39,4.36,2.75
0.34,Ideal,F,IF,61.8,55.0,999,4.49,4.51,2.78
1.53,Ideal,F,SI1,60.3,57.0,11820,7.52,7.45,4.51
1.01,Very Good,E,VS2,62.7,57.0,6666,6.31,6.36,3.97
1.13,Premium,G,VVS1,59.3,59.0,8868,6.87,6.79,4.05
1.01,Fair,F,SI2,67.3,62.0,3597,6.09,6.03,4.08
0.35,Ideal,J,IF,61.8,53.0,569,4.58,4.61,2.84
0.3,Ideal,E,SI2,62.0,54.0,401,4.33,4.35,2.69
0.3,Very Good,H,VVS1,62.3,56.0,626,4.26,4.31,2.67
1.09,Ideal,E,SI1,61.1,55.0,5935,6.66,6.7,4.08
1.03,Premium,E,SI2,62.0,59.0,4885,6.42,6.49,4.0
1.13,Ideal,G,VS2,62.7,56.0,6891,6.61,6.65,4.16
1.0,Ideal,F,VS2,62.8,57.0,6209,6.35,6.3,3.97
0.48,Very Good,F,VVS1,62.3,55.0,1914,5.02,5.05,3.13
0.31,Ideal,H,VVS2,62.2,57.0,802,4.36,4.32,2.7
1.0,Very Good,I,VS2,61.9,59.0,5020,6.35,6.38,3.94
0.72,Ideal,J,VS2,60.8,59.0,1904,5.76,5.81,3.52
1.04,Premium,E,SI2,60.1,60.0,4436,6.53,6.51,3.92
0.43,Premium,G,SI1,60.4,58.0,968,4.9,4.87,2.95
0.31,Premium,F,VS2,61.7,58.0,625,4.34,4.38,2.69
1.01,Premium,G,VS1,62.7,56.0,6441,6.46,6.36,4.02
1.01,Premium,G,VS2,62.9,58.0,6108,6.39,6.3,3.99
0.27,Ideal,E,VS1,61.6,55.0,470,4.16,4.18,2.57
0.92,Very Good,E,SI1,63.2,58.0,4183,6.18,6.16,3.9
1.21,Very Good,I,SI2,60.0,58.0,4929,6.89,6.97,4.16
1.03,Very Good,E,SI2,62.1,59.0,4668,6.43,6.46,4.0
0.71,Premium,F,SI2,62.6,59.0,2072,5.64,5.6,3.52
0.24,Very Good,E,VS2,60.1,58.0,419,4.01,4.04,2.42
0.33,Ideal,G,VS1,61.1,55.0,699,4.5,4.52,2.75
0.4,Ideal,F,VVS2,62.4,57.0,1163,4.73,4.69,2.94
1.03,Ideal,D,SI2,61.8,56.0,4764,6.51,6.46,4.01
1.2,Good,G,VS2,57.8,59.0,8032,7.06,7.0,4.06
0.72,Fair,J,SI2,66.1,55.0,1762,5.51,5.56,3.66
0.38,Ideal,G,VS2,60.6,57.0,955,4.7,4.73,2.86
0.35,Premium,D,VS2,60.4,58.0,829,4.53,4.58,2.75
0.53,Ideal,G,VS2,61.6,57.0,1769,5.15,5.2,3.19
1.01,Premium,H,SI1,62.9,58.0,3224,6.38,6.34,4.0
0.72,Ideal,D,VS2,62.1,57.0,3179,5.69,5.75,3.55
0.31,Ideal,G,VVS1,60.8,56.0,816,4.36,4.39,2.66
2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25
0.7,Very Good,F,SI2,60.9,58.0,1940,5.7,5.77,3.49
0.39,Ideal,G,VVS1,62.0,56.0,978,4.66,4.7,2.9
1.14,Premium,I,VS1,62.3,59.0,5291,6.69,6.64,4.15
1.23,Good,H,SI1,63.7,59.0,5490,6.76,6.71,4.29
0.31,Ideal,F,VS2,61.9,55.0,757,4.37,4.39,2.71
0.41,Ideal,F,VS1,61.3,55.0,1076,4.83,4.79,2.95
0.52,Very Good,F,VS2,61.9,59.0,1550,5.11,5.14,3.17
0.4,Ideal,I,VVS2,62.6,54.0,751,4.69,4.73,2.95
0.42,Ideal,E,SI2,62.7,55.0,882,4.79,4.78,3.0
0.9,Good,H,SI2,62.4,61.0,3160,6.03,6.11,3.79
0.76,Premium,E,SI2,60.0,59.0,2399,5.94,5.9,3.55
0.34,Premium,H,VVS1,61.2,60.0,775,4.46,4.5,2.74
0.91,Ideal,I,VS1,62.4,57.0,3954,6.17,6.21,3.86
0.26,Ideal,H,VS1,62.1,56.0,448,4.13,4.15,2.56
1.18,Premium,G,VVS2,61.0,58.0,7881,6.79,6.84,4.16
0.91,Very Good,F,SI2,63.0,59.0,3405,6.12,6.17,3.87
1.01,Premium,F,SI2,62.7,56.0,4197,6.4,6.35,4.0
0.3,Premium,E,VS2,61.7,58.0,844,4.34,4.32,2.67
0.42,Ideal,E,VVS2,62.3,55.0,1216,4.76,4.81,2.98
0.42,Ideal,E,VS2,62.4,55.0,1024,4.8,4.79,2.99
0.74,Good,F,SI2,59.3,61.0,2190,5.87,5.97,3.51
0.31,Ideal,D,SI1,62.2,54.0,565,4.36,4.39,2.72
1.2,Premium,H,VS2,62.8,59.0,6666,6.75,6.7,4.22
0.7,Very Good,I,VS2,60.8,61.0,2360,5.72,5.76,3.49
0.7,Premium,D,SI2,60.5,58.0,2354,5.8,5.74,3.49
0.57,Very Good,G,VS2,59.9,54.6,1633,5.43,5.46,3.26
1.01,Premium,E,SI2,60.6,58.0,4044,6.47,6.53,3.94
0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76
1.22,Ideal,F,VS2,61.3,56.0,9203,6.87,6.92,4.23
1.19,Ideal,E,SI2,60.2,57.0,5717,6.84,6.87,4.13
0.51,Very Good,E,VVS2,62.1,55.0,2056,5.14,5.16,3.2
1.06,Ideal,I,SI2,62.4,57.0,3975,6.48,6.54,4.06
0.58,Ideal,G,SI1,61.4,55.0,1330,5.38,5.41,3.31
2.01,Good,G,SI1,63.1,59.0,18572,7.98,8.03,5.05
0.41,Ideal,D,SI1,61.7,56.0,744,4.77,4.8,2.95
0.27,Ideal,E,VVS2,62.2,55.0,799,4.17,4.12,2.58
1.73,Very Good,I,SI2,62.0,58.0,9292,7.6,7.69,4.74
0.45,Ideal,G,VVS1,61.5,57.0,1297,4.91,4.95,3.03
0.51,Ideal,F,SI1,61.3,56.0,1406,5.19,5.16,3.17
1.02,Premium,G,VS2,62.7,58.0,6169,6.45,6.4,4.03
1.27,Premium,J,SI2,60.4,58.0,4660,7.04,7.0,4.24
0.56,Ideal,G,VS1,60.3,57.0,1824,5.37,5.41,3.25
0.9,Very Good,H,VVS2,59.7,62.0,4842,6.2,6.23,3.71
1.0,Premium,G,SI2,61.8,60.0,4284,6.37,6.34,3.93
1.65,Very Good,F,VS1,62.8,56.0,17425,7.52,7.57,4.74
0.95,Very Good,E,SI2,58.7,63.0,3527,6.43,6.37,3.76
0.41,Ideal,F,VS1,61.9,55.0,1007,4.76,4.8,2.96
0.9,Very Good,G,SI2,62.1,58.0,3303,6.08,6.13,3.79
0.71,Ideal,H,SI2,62.2,55.0,2360,5.72,5.7,3.55
1.01,Premium,F,VS2,59.3,62.0,6533,6.48,6.44,3.83
1.01,Ideal,E,VS2,62.5,54.0,7597,6.39,6.42,4.0
2.06,Very Good,G,SI2,59.0,58.0,15938,8.3,8.38,4.92
1.01,Very Good,F,VS1,62.6,56.0,8081,6.39,6.36,3.99
0.25,Very Good,F,VVS2,63.2,57.0,575,3.99,4.01,2.53
0.32,Ideal,G,VS1,60.9,56.0,645,4.41,4.45,2.7
1.53,Premium,I,VS1,62.4,59.0,10924,7.34,7.3,4.57
1.01,Premium,G,SI2,60.1,61.0,4327,6.6,6.55,3.95
1.0,Good,E,VS1,60.6,63.0,6822,6.28,6.42,3.85
0.7,Good,J,SI2,61.6,57.2,1699,5.65,5.68,3.49
0.5,Fair,G,VS1,65.8,57.0,1350,5.03,4.91,3.27
0.38,Ideal,I,VS1,61.7,55.4,703,4.67,4.7,2.89
1.59,Premium,H,VVS2,63.0,58.0,12409,7.48,7.43,4.7
0.54,Very Good,I,IF,58.8,61.0,1708,5.29,5.35,3.13
0.42,Very Good,D,VS2,60.7,60.0,910,4.79,4.83,2.92
0.91,Very Good,D,SI1,62.8,57.0,4303,6.12,6.17,3.86
0.37,Good,H,VS2,63.1,55.0,584,4.59,4.63,2.91
0.33,Ideal,G,VVS1,62.0,55.0,838,4.45,4.49,2.77
